id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1177960329684439040,Sat Sep 28 14:56:42 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AudioFixApp: No matter how good the lenses are, you still need good audio. We obsess over audio quality. Free to try! - Import your vid…",No matter good lenses still need good audio We obsess audio quality Free try Import vid…,"Sentiment(polarity=0.6, subjectivity=0.6666666666666666)",0.6,0.6666666666666666,en,0,1,AudioFixApp,,,AudioFixApp,"Brooklyn, NY",
1177960304602271751,Sat Sep 28 14:56:36 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KTVTAMIL: Look for the answer inside your question - Rumi

Look for the answer inside yourself - #KTVAdmin 

Watch #Vaanam today at 4 P…",Look answer inside question Rumi Look answer inside Watch today P…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,37,Ezhilkrish1995,,"KTVAdmin, Vaanam",KTVTAMIL,,
1177960228500828160,Sat Sep 28 14:56:18 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","*DRUM ROLL* The much awaited #iPhone11 has made its debut so get ready to Pre-book the futuristic experience!
Visit… https://t.co/KOVfHDXs0b",*DRUM ROLL* The much awaited made debut get ready Pre-book futuristic eerience Visit…,"Sentiment(polarity=0.2, subjectivity=0.35)",0.2,0.35,en,0,0,Orionmallpanvel,False,iPhone11,,Orion Mall Panvel,
1177960059923419137,Sat Sep 28 14:55:38 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TheBharatNagpal: I really miss 3D Touch on The new iPhones and iOS 13 ! It was one of the most useful features for me! #iOS13 #iPhone11…,I really miss D Touch The new iPhones iOS It one useful features …,"Sentiment(polarity=0.21212121212121213, subjectivity=0.21818181818181817)",0.21212121212121213,0.21818181818181817,en,0,10,jasneet_kohli,,"iOS13, iPhone11",TheBharatNagpal,"New Delhi, India",
1177959897117466626,Sat Sep 28 14:54:59 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",why is the emoji keyboard the default keyboard when i open a text message when its not set as the default in #iOS13 #iPhone11Pro #iPhone11,emoji keyboard default keyboard open text message set default,"Sentiment(polarity=0.0, subjectivity=0.5)",0.0,0.5,en,0,0,mcap81,,"iOS13, iPhone11Pro, iPhone11",,"Illinois, USA",
1177959862875164672,Sat Sep 28 14:54:51 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Check this item out, I think your going to love it!  Ultra Thin 10000 MAH Mini Portable USB Type C Power Bank  Dual… https://t.co/g4KBvnQAVZ",Check item I think going love Ultra Thin MAH Mini Portable USB Type C Power Bank Dual…,"Sentiment(polarity=0.04999999999999999, subjectivity=0.7250000000000001)",0.04999999999999999,0.7250000000000001,en,0,0,MrFlyGenious31,False,,,"Cedar Manor Houses, New York",
1177959717072752640,Sat Sep 28 14:54:16 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @YongxiZhu: Amazing! #Apple #iphone11 https://t.co/iviyNGV0fz,Amazing,"Sentiment(polarity=0.6000000000000001, subjectivity=0.9)",0.6000000000000001,0.9,en,0,4861,deepu__123,False,"Apple, iphone11",YongxiZhu,intlo,
1177959653654847490,Sat Sep 28 14:54:01 +0000 2019,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",We Gave It A Test Drive: iPhone 11 Review — From ‘Slofies’ to Cinematic Video. Here's our opinion &gt;… https://t.co/7WGAfycUnu,We Gave It A Test Drive iPhone Review — From ‘ Slofies ’ Cinematic Video Here 's opinion gt …,"Sentiment(polarity=0.0, subjectivity=0.2)",0.0,0.2,en,0,0,Zoomer,False,,,CANADA 🇨🇦,
1177959422603284481,Sat Sep 28 14:53:06 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,RJacquinot,,,vectornator,,
1177958802215317505,Sat Sep 28 14:50:38 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","In episode 21 of @serioustechshow, I talk about a bunch of smartphones and other devices released over the summer,… https://t.co/HnMsrbtQxY",In episode I talk bunch smartphones devices released summer …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,theZacharyWebb,False,,serioustechshow,"Indiana, USA",
1177958796741623808,Sat Sep 28 14:50:37 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @YongxiZhu: Amazing! #Apple #iphone11 https://t.co/iviyNGV0fz,Amazing,"Sentiment(polarity=0.6000000000000001, subjectivity=0.9)",0.6000000000000001,0.9,en,0,4861,icexrene,False,"Apple, iphone11",YongxiZhu,OT21,
1177958585181057024,Sat Sep 28 14:49:46 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,superdumb,,,vectornator,center of the universe,
1177958541828804613,Sat Sep 28 14:49:36 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","In episode 21 the podcast, @theZacharyWebb talks about a bunch of smartphones and other devices released over the s… https://t.co/w0yF3MTIUU",In episode podcast talks bunch smartphones devices released s…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,serioustechshow,False,,theZacharyWebb,,
1177958452024479745,Sat Sep 28 14:49:15 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @plugofficialng: Me: My people
Pluggers:  yeske 
Me: How Una Dey ? 
Pluggers: we dey okay !
#iPhone11 #iPhone11Pro #zlatan 🔌 https://t.c…",Me My people Pluggers yeske Me How Una Dey Pluggers dey okay,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,0,1,Tinu_Wealth01,,"iPhone11, iPhone11Pro, zlatan",plugofficialng,"Lagos, Nigeria",
1177958198306918401,Sat Sep 28 14:48:14 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#Apple Clearly the wrong people are in charge as the #iPhone11 with its protruding cameras is just plain ugly and  inelegant,Clearly wrong people charge protruding cameras plain ugly inelegant,"Sentiment(polarity=-0.47142857142857136, subjectivity=0.7523809523809524)",-0.47142857142857136,0.7523809523809524,en,0,0,jaundicedview2,,"Apple, iPhone11",,,
1177958193961590789,Sat Sep 28 14:48:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SprintClermont: Our customers are loving there #iPhone11 upgrade and all the deals we have with accessories @SprintClermont come get yo…,Our customers loving upgrade deals accessories come get yo…,"Sentiment(polarity=0.6, subjectivity=0.95)",0.6,0.95,en,0,3,Pedro_Roman_III,,iPhone11,"SprintClermont, SprintClermont","Orlando, FL",
1177958086578987008,Sat Sep 28 14:47:47 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Me: My people
Pluggers:  yeske 
Me: How Una Dey ? 
Pluggers: we dey okay !
#iPhone11 #iPhone11Pro #zlatan 🔌 https://t.co/InxmDKxLjT",Me My people Pluggers yeske Me How Una Dey Pluggers dey okay,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,en,1,1,plugofficialng,False,"iPhone11, iPhone11Pro, zlatan",,Nigeria,"[[3.7770114, 7.2991429], [4.0335816, 7.2991429], [4.0335816, 7.5590064], [3.7770114, 7.5590064]]"
1177957956081639424,Sat Sep 28 14:47:16 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,alfredg81411347,,,vectornator,,
1177957940336238593,Sat Sep 28 14:47:13 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@PrasadKarwa @PMCPune Enjoy ur #iPhone11 🤣🤣🤣,Enjoy ur 🤣🤣🤣,"Sentiment(polarity=0.4, subjectivity=0.5)",0.4,0.5,en,0,0,yugal_dhoot,,iPhone11,"PrasadKarwa, PMCPune",भारत,
1177957900779544576,Sat Sep 28 14:47:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @daily_objects: India’s Largest Collection of Cases
for #iPhone11 • #iPhone11Pro • #iPhone11ProMax 

Check it out now at https://t.co/Cn…",India ’ Largest Collection Cases • • Check,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,J_J_Patel20,,"iPhone11, iPhone11Pro, iPhone11ProMax",daily_objects,,
1177957554221191173,Sat Sep 28 14:45:40 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @mikejobson: iPhone 11 sold out before release date as it's given 3 each to every tech YouTuber that ever existed for an early unboxing…,iPhone sold release date 's given every tech YouTuber ever existed early unboxing…,"Sentiment(polarity=0.1, subjectivity=0.3)",0.1,0.3,en,0,653,Alex16530102,,,mikejobson,,
1177957491054927873,Sat Sep 28 14:45:25 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @uibests: Which of these iPhones do you use or have you used before? Comment down here, let’s vibe #Apple #iPhone #iphone11 https://t.co…",Which iPhones use used Comment let ’ vibe,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,185,Ayomide_ex,,"Apple, iPhone, iphone11",uibests,"Ibadan, Nigeria",
1177957284519002115,Sat Sep 28 14:44:36 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Testing out the video capabilities of #iPhone11 on #caltonhill @edinburgh https://t.co/ACDQLJUvWM,Testing video capabilities,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,AndrewNKavanagh,False,"iPhone11, caltonhill",edinburgh,Edinburgh,"[[-3.3285119, 55.894729], [-3.077505, 55.894729], [-3.077505, 55.991662], [-3.3285119, 55.991662]]"
1177957085289615360,Sat Sep 28 14:43:49 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @oneesportsgg: Apple’s latest iPhone 11 and Apple Arcade subscription service delivers its users an amazing mobile gaming experience. He…,Apple ’ latest iPhone Apple Arcade subscription service delivers users amazing mobile gaming eerience He…,"Sentiment(polarity=0.55, subjectivity=0.9)",0.55,0.9,en,0,42,RichiePerkinsSR,,,oneesportsgg,"Accra, Ghana",
1177956739834142720,Sat Sep 28 14:42:26 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","3 Days Left To Win This IPhone Glitter Case And This Luxury Starry Watch. Enter At

https://t.co/sth494QVDe… https://t.co/dxV1u2ttr5",Days Left To Win This IPhone Glitter Case And This Luxury Starry Watch Enter At,"Sentiment(polarity=0.4, subjectivity=0.2)",0.4,0.2,en,0,0,365Giveaways,False,,,,
1177956706048864256,Sat Sep 28 14:42:18 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,BiGOD30831902,,,vectornator,,
1177956685177995264,Sat Sep 28 14:42:13 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pretty expensive start to the weekend😅 What videos do you guys want to see about them? Let me know #iPhone11… https://t.co/jLFgvJTE2J,Pretty eensive start weekend What videos guys want see Let know …,"Sentiment(polarity=0.25, subjectivity=1.0)",0.25,1.0,en,10,0,gizmoddict,False,iPhone11,,,
1177956647093719040,Sat Sep 28 14:42:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#iPhone11 buyers be like... https://t.co/1jun0enPrD,buyers like ...,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,richa_2009_j,False,iPhone11,,India,
1177956532597575680,Sat Sep 28 14:41:37 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Hk3ToN: #Wallpapers #homescreen  #Background #android #Samsung  #Google #walls #Free #iPhone11Pro #iPhone11

** Not yet shared **

#gal…",** Not yet shared ** …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,ratinvirgo,,"Wallpapers, homescreen, Background, android, Samsung, Google, walls, Free, iPhone11Pro, iPhone11",Hk3ToN,India,
1177956407561207808,Sat Sep 28 14:41:07 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",So turns out if you install HEVC Video Extensions on Windows 10 then you can edit h.265 video directly ^_^ HOORAY!… https://t.co/0lYI9zdbT8,So turns install HEVC Video Extensions Windows edit h.265 video directly ^_^ HOORAY …,"Sentiment(polarity=0.1, subjectivity=0.4)",0.1,0.4,en,0,0,ScrapyardTechie,,,,"Brisbane, Queensland",
1177956353404358664,Sat Sep 28 14:40:54 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,Souvalen,,,vectornator,,
1177956195228766208,Sat Sep 28 14:40:16 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iPhone 11 food pic is amazing! #iphone11 #teampurple #scone #yum https://t.co/Nnu9VLggf4,iPhone food pic amazing,"Sentiment(polarity=0.6000000000000001, subjectivity=0.9)",0.6000000000000001,0.9,en,0,0,yuyancheung,False,"iphone11, teampurple, scone, yum",,,
1177955832870428673,Sat Sep 28 14:38:50 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,concurso_fus,,,vectornator,,
1177955806647652352,Sat Sep 28 14:38:44 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @mikejobson: iPhone 11 sold out before release date as it's given 3 each to every tech YouTuber that ever existed for an early unboxing…,iPhone sold release date 's given every tech YouTuber ever existed early unboxing…,"Sentiment(polarity=0.1, subjectivity=0.3)",0.1,0.3,en,0,653,hlzaiEaL7SE7G3j,,,mikejobson,,
1177955113723482112,Sat Sep 28 14:35:59 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Help me win a MacBook Pro from @Vectornator! 
enter the giveaway for a chance to win one too from #Vectornator.… https://t.co/LTjZUpPnhs",Help win MacBook Pro enter giveaway chance win one .…,"Sentiment(polarity=0.8, subjectivity=0.4)",0.8,0.4,en,0,0,MsMarvel8,False,Vectornator,vectornator,,
1177954942709051394,Sat Sep 28 14:35:18 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,MsMarvel8,,,vectornator,,
1177954688055930880,Sat Sep 28 14:34:17 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","a guy put a FB status ""my first FB status from my new iPhone 11""
FB played a spoil alert and completed his status b… https://t.co/SFsYl8W4eI",guy put FB status `` first FB status new iPhone `` FB played spoil alert completed status b…,"Sentiment(polarity=0.19318181818181818, subjectivity=0.3939393939393939)",0.19318181818181818,0.3939393939393939,en,0,0,BatwadaSaurabh,,,,,
1177954533990944770,Sat Sep 28 14:33:40 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,_tigergirlchris,,,vectornator,Lake City,
1177954419465506816,Sat Sep 28 14:33:13 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MRJOSHUAFIXED: Some impressive wins and testimonies from my clients* *lately, Both the old and the young.*
*It's never too late to turn…",Some impressive wins testimonies clients* *lately Both old young *It 's never late turn…,"Sentiment(polarity=0.225, subjectivity=0.5)",0.225,0.5,en,0,1,MRJOSHUAFIXED,,,MRJOSHUAFIXED,Lagos Nigeria,
1177954405515218945,Sat Sep 28 14:33:10 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @mikejobson: iPhone 11 sold out before release date as it's given 3 each to every tech YouTuber that ever existed for an early unboxing…,iPhone sold release date 's given every tech YouTuber ever existed early unboxing…,"Sentiment(polarity=0.1, subjectivity=0.3)",0.1,0.3,en,0,653,suvor_star,,,mikejobson,,
1177954403405447169,Sat Sep 28 14:33:09 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Some impressive wins and testimonies from my clients* *lately, Both the old and the young.*
*It's never too late to… https://t.co/m7KS3S4YOt",Some impressive wins testimonies clients* *lately Both old young *It 's never late to…,"Sentiment(polarity=0.225, subjectivity=0.5)",0.225,0.5,en,2,1,MRJOSHUAFIXED,,,,Lagos Nigeria,
1177954328679763969,Sat Sep 28 14:32:51 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @shsFoodie: Let's just end up the #appleday with a funny #joke😂😂
Have you already braught the new #iPhone11? 

#stayhungrystayfoodie #fo…",Let 's end funny Have already braught new …,"Sentiment(polarity=0.19318181818181818, subjectivity=0.7272727272727273)",0.19318181818181818,0.7272727272727273,en,0,4,26_cristiana,,"appleday, joke, iPhone11, stayhungrystayfoodie",shsFoodie,,
1177954062861340672,Sat Sep 28 14:31:48 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Looking at iphone 11 close up. 📱#iphone11 https://t.co/fvZbOP7YSP,Looking iphone close,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,DiyanaDyone,False,iphone11,,"Jesselton, Borneo",
1177954059766190080,Sat Sep 28 14:31:47 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Pls any one here should contact me
      I NEED VIDEO/PICTURE OF APPLE ENTERPRISE DEVELOPER ACCOUNT, if you have pl… https://t.co/5DkRkD9DGT",Pls one contact I NEED VIDEO/PICTURE OF APPLE ENTERPRISE DEVELOPER ACCOUNT pl…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,2,0,hivezluv42,False,,,"Osun, Nigeria",
1177953852726939649,Sat Sep 28 14:30:58 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Received the latest update.
#iPhone11 https://t.co/RZdJMO4d6B",Received latest update,"Sentiment(polarity=0.5, subjectivity=0.9)",0.5,0.9,en,1,0,MobileGeezer,False,iPhone11,,,
1177953620953849858,Sat Sep 28 14:30:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Deleratiworld: Live draw streaming on #instagram and #Facebook #today 6.30pm #dubai Time. #iphone11 #prize #competition https://t.co/VB…,Live draw streaming 0pm Time,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.13636363636363635,0.5,en,0,2,SeharBeg,,"instagram, Facebook, today, dubai, iphone11, prize, competition",Deleratiworld,"Abu Dhabi, United Arab Emirate",
1177953578398441472,Sat Sep 28 14:29:53 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,carolrobertson3,,,vectornator,Etobicoke Lakeshore,
1177953490506784775,Sat Sep 28 14:29:32 +0000 2019,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Testing the new toy 🌸 #iphone11 https://t.co/kqpLo2jJF8,Testing new toy,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,1,0,taupe_fushia,False,iphone11,,"Québec, Canada",
1177953371619237889,Sat Sep 28 14:29:03 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I did It guys... I'm part of the problem now. #iPhone11 #slofie https://t.co/B5fbbgyG5Z,I It guys ... I 'm part problem,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,ColumnAjax,False,"iPhone11, slofie",,,
1177953096615358464,Sat Sep 28 14:27:58 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",The #iPhone11 and #iPhone11Pro are finally here and so are our first customers! We are extremely delighted to celeb… https://t.co/VCp13M4b8z,The finally first customers We extremely delighted celeb…,"Sentiment(polarity=0.475, subjectivity=0.5166666666666666)",0.475,0.5166666666666666,en,3,0,RelianceDigital,False,"iPhone11, iPhone11Pro",,India,
1177953045956698112,Sat Sep 28 14:27:46 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,DanilaVladi,,,vectornator,"Karlsruhe, Germany",
1177952806621401090,Sat Sep 28 14:26:49 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,GEMS51676920,,,vectornator,,
1177952592648966144,Sat Sep 28 14:25:58 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,MichelleKasteli,,,vectornator,,
1177952581940908034,Sat Sep 28 14:25:55 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @vectornator: Giveaway Alert!
Vectornator is coming to MacOS Catalina and we are giving away a brand new MacBook Pro 15!
Enter the givea…",Giveaway Alert Vectornator coming MacOS Catalina giving away brand new MacBook Pro Enter givea…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,440,julia_087167,,,vectornator,Украина,
1177952568066138112,Sat Sep 28 14:25:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TheHackersNews: Apple warns of an unpatched bug in the latest #iOS13 and #iPadOS releases that could allow third-party keyboard apps to…,Apple warns unpatched bug latest releases could allow third-party keyboard apps to…,"Sentiment(polarity=0.5, subjectivity=0.9)",0.5,0.9,en,0,149,passworduk_,,"iOS13, iPadOS",TheHackersNews,united kingdom,
1177952557769068545,Sat Sep 28 14:25:49 +0000 2019,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","So, if you’re curious what the #Iphone11Pro’s #Nightmode can do, this might help. 

The first photo was taken on my… https://t.co/f1SQdEBk9X",So ’ curious ’ might help The first photo taken my…,"Sentiment(polarity=0.075, subjectivity=0.6666666666666666)",0.075,0.6666666666666666,en,0,0,MikeM2980,False,"Iphone11Pro, Nightmode",,"Halifax, Nova Scotia",
1177952511698886662,Sat Sep 28 14:25:38 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Kory_Klips: Which one of yall got the #iPhone11? 

 #Blacktwitter https://t.co/G3hLLE4BN2",Which one yall got,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,2,KokuEfo,False,"iPhone11, Blacktwitter",Kory_Klips,Sakumono,
1177952374314258432,Sat Sep 28 14:25:05 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AR72014: #wallpaper 

Gradient Midnight Green #wallpapers for 

- #iPhone11ProMax
- #iPhone11Pro
- #iPhone11 
- #iPhoneXSMAX 
- #iPhone…",Gradient Midnight Green …,"Sentiment(polarity=-0.2, subjectivity=0.3)",-0.2,0.3,en,0,24,zainudyn,,"wallpaper, wallpapers, iPhone11ProMax, iPhone11Pro, iPhone11, iPhoneXSMAX",AR72014,"Soerabaja, Heroes Van Java ",
